Brand,Style,Review #,Variety,Country,Stars,Top Ten
Chewy,Pack,1269,Rice Vermicelli Scallop With XO Sauce Flavour,Hong Kong,2.5,
Wu-Mu,Pack,1268,Dried Noodle With Jah Jan Sauce,Taiwan,3.25,
ABC,Cup,1267,Mi Cup Rasa Soto Ayam Chicken Soto Flavour,Indonesia,3.75,
ABC,Cup,1266,Selera Pedas Mi Goreng Cup Rasa Gulai Ayam Pedas Hot Gulai Chicken,Indonesia,4,
ABC,Cup,1265,Rasa Ayam Bawang Chicken Onion Flavour,Indonesia,3.75,
ABC,Cup,1264,Selera Pedas Mi Goreng Cup Rasa Ayam Pedas Limau Hot Chicken Lemon Flavour,Indonesia,4.25,
Nissin,Cup,1263,Cup Noodle Curry X Gunpla RX-78-2 Gundam,Japan,4.25,
ABC,Cup,1262,Mi Cup Rasa Kari Ayam Chicken Curry Flavour,Indonesia,3.75,
Eat & Go,Cup,1261,Rasa Baso Sapi Meat Ball Mi Instan Cup,Indonesia,3.75,
ABC,Pack,1260,Mi Goreng Pangsit Fried Noodle With Dumpling,Indonesia,5,
Eat & Go,Cup,1259,Chicken Onion Mi Instan Cup,Indonesia,3.75,
President,Pack,1258,Mi Goreng Rasa Ayam Chicken Flavoured Fried Noodle,Indonesia,4.5,
ABC,Cup,1257,Mi Goreng Spesial Special Fried Noodle,Indonesia,4,
Eat & Go,Cup,1256,Curry Chicken Mi Instan Cup,Indonesia,4.25,
Thai Choice,Cup,1255,Instant Noodles Shrimp Flavour,Thailand,3.25,
Four Seas,Bowl,1254,Sesame Oil Chicken Flavour Instant Noodle,Hong Kong,2.75,
Nissin,Tray,1253,Chow Mein Teriyaki Chicken Flavor Chow Mein Noodles,USA,3.75,
Tesco,Pack,1252,Instant Noodles Chow Mein Flavour,UK,2.25,
Mama,Pack,1251,Instant Noodles Tom Saab Flavour,Thailand,3.5,
Samyang Foods,Bowl,1250,三養라면 (Samyang Ramyun) (South Korean Version),South Korea,3.75,
Nissin,Cup,1249,Sabor A Pollo Sopa Con Fideos,Colombia,2.75,
Wu-Mu,Pack,1248,Beef Flavour Tomato Ramen,Taiwan,4,
Maruchan,Pack,1247,I Want To Eat Ramen Pork Tonkotsu Flavor,Japan,4,
Annie Chun's,Pack,1246,Ramen House Chicken Vegetable Flavored Ramen,USA,4,
Sau Tao,Pack,1245,Instant Noodle King Abalone & Chicken Flavoured,Hong Kong,3.5,
Unif,Pack,1244,Unif-100 Pickled Cayenne Flavor Beef Ramen,China,3.75,
Nissin,Pack,1243,Demae Rice Vermicelli Chicken Flavour Instant Rice Vermicelli With Soup Base,Hong Kong,1.75,
Thai Pavilion,Tray,1242,Garlic Chili Instant Rice Noodles & Sauce,USA,4,
Nissin,Pack,1241,Donbei Kansai Soy Sauce Flavor Udon,Japan,3.75,
Maggi,Pack,1240,Big Kari Perencah (Big Curry Flavor) 2 Minute Noodles,Malaysia,4,
SuperMi,Pack,1239,Rasa Ayam Spesial,Indonesia,4,
Sapporo Ichiban,Pack,1238,Sesame Ramen,Japan,5,
Mama,Pack,1237,Instant Noodles Creamy Tom Yum Minced Pork Flavour,Thailand,3.5,
Emart,Cup,1236,Dare You Habanero Ramyun,South Korea,3.25,
Nissin,Pack,1235,Demae Ramen Miso Tonkotsu Artificial Pork Flavor Ramen Noodle,Hong Kong,3.75,
Sainsbury's,Pack,1234,Barbecue Beef Flavour Instant Noodles,UK,2.75,
Nissin,Pack,1233,Sabor A Pollo Sopa Instantánea Con Fideos,Colombia,3.25,
GaGa,Pack,1232,Mie Gepeng Kuah Rasa Ayam Bawang Pedas,Indonesia,3.25,
A-Sha Dry Noodle,Pack,1231,Instant Noodle Shallot Flavor,Taiwan,3.75,
Saji,Pack,1230,Sajimee Original Soto Soup Flavor,Malaysia,4,
Kumamoto,Pack,1229,Tonkotsu Ramen MEGA Dragon,Japan,2.5,
Maruchan,Pack,1228,Seimen Japanese Instant Ramen Noodles Shio Aji,Japan,3.75,
Mr. Noodles,Bowl,1227,Chicken Kimchi Oriental Style Noodles With Soup Base,Canada,0.5,
Master Kong,Bowl,1226,Artificial Braised Beef Flavor Instant Noodle,China,3.75,
Nissin,Tray,1225,Pan Asian Kitchen Sweet & Sour Chicken Flavor Ramen Noodles,USA,3.75,
HoMyeonDang,Pack,1224,Premium Noodle House Seafood Ramyun,South Korea,4,
Sawadee,Pack,1223,Instant Noodles Prawn Oriental Flavour,Malaysia,2.5,
Nissin,Cup,1222,Soba Classic Noodles With Japanese Yakisoba Sauce,Germany,3.75,
ABC,Pack,1221,Selera Pedas Hot Semur Chicken Flavour,Indonesia,4.5,
Nissin,Cup,1220,Ultraman Instant Noodle Pork Flavour,Japan,3,
Tokyo Noodle,Pack,1219,Mini Instant Noodle Spicy Flavor,Japan,3.5,
Sau Tao,Pack,1218,Ho Fan Beef Soup Flavored,China,3.75,
Doll,Cup,1217,Hello Kitty Dim Sum Noodle Japanese Curry Flavour,Hong Kong,3.5,
Batchelors,Pack,1216,Super Low Fat Noodles Chilli Chicken Flavour,UK,1,
GaGa,Cup,1215,Mi Instan Cup Milk Chicken Soup,Indonesia,4.75,
Eat & Go,Cup,1214,Rendang Beef Flavour Fried Instant Noodle,Indonesia,5,
Nan Jie Cun,Tray,1213,Hot -Dry Instant Noodles Chilli Flavour,China,0.5,
Ruski,Pack,1212,Instant Noodles Tom Yum Flavour,Thailand,3.5,
Nissin,Bowl,1211,Demae Iccho Instant Noodle With Soup Base Artificial Chicken Flavour,Hong Kong,3,
A-Sha Dry Noodle,Pack,1210,Hell Spicy Mala,Taiwan,4,
Batchelors,Pack,1209,Super Noodles Chicken Mushroom Flavour,UK,3.25,
Golden Wheat,Pack,1208,Korean Style Stew Prok Flavour Cooking Noodle,China,3.5,
Nissin,Bowl,1207,UFO Yakisoba With Wasabi Mayonnaise,Japan,5,
China Best,Pack,1206,Frozen Satay Sauce Noodle,Taiwan,1,
Mama,Pack,1205,Instant Noodles Pork Flavour With Black Pepper,Thailand,3.5,
Nissin,Cup,1204,Cup Noodles Sabor A Gallina,Colombia,3.5,
GaGa,Pack,1203,Mie Gepeng Kuah Rasa Soto Cabe Hijau,Indonesia,3.5,
Sugakiya Foods,Pack,1202,Udon Miso Stew,Japan,3.25,
A-Sha Dry Noodle,Pack,1201,Instant Noodle Curry Flavour,Taiwan,4.25,
Men-Sunaoshi,Pack,1200,Tonkotsu Ramen,Japan,3.75,
Mama,Pack,1199,Instant Noodles Chicken Green Curry Flavour,Thailand,3.75,
Samyang Foods,Pack,1198,Maesaengyitangmyun Baked Noodle,South Korea,5,2014 #5
Nissin,Cup,1197,Cup Noodle Chilli Tomato,Japan,4.5,
Nissin,Bowl,1196,Bowl Noodles Chicken Flavor,USA,3.5,
Sawadee,Pack,1195,Instant Noodles Spicy Tomato Flavour,Malaysia,2.5,
Paldo,Bowl,1194,Namja Ramyun (US Version),South Korea,4,
Nissin,Cup,1193,Soba Curry Noodles With Japanese Yakisoba Sauce,Germany,3.75,
Wu-Mu,Pack,1192,Ramen With Simmered Pork Flavor,Taiwan,3.75,
GaGa,Pack,1191,Seribu 1000 Goreng Spesial,Indonesia,4,
Sanrio,Bowl,1190,Hello Kitty Hakata Shoyutonkotsu Ramen,Japan,3.75,
Acecook,Bowl,1189,Comet Mori Yukino Tan-tan men,Japan,5,
Chencun,Cup,1188,Braised Pork Ribs,China,3,
Nongshim,Cup,1187,Shin Ramyun Cup,South Korea,3.5,
Nissin,Pack,1186,Sabor A Carne Sopa Instantánea Con Fideos,Colombia,3.75,
Sainsbury's,Pack,1185,Basics Instant Noodles Chicken Flavour,UK,3.25,
Sapporo Ichiban,Cup,1184,Pokemon Shoyu Ramen,Japan,3.5,
Paldo,Pack,1183,Cheese Noodle,South Korea,5,2014 #6
Ko-Lee,Pack,1182,Go Noodles Xtreme Hot & Spicy Flavour,UK,3.75,
Samyang Foods,Pack,1181,Star Popeye Ramyun Snack,South Korea,4,
Wei Lih,Pack,1180,What’s That? Leisure Meatballs Spicy Chicken Flavor,Taiwan,3.75,
Myojo,Pack,1179,Chukazanmai Guangdong Style Ramen,Japan,4.25,
Nongshim,Cup,1178,Shin Black Spicy Pot-au-feu Flavor Premium Noodle Soup,USA,5,
ABC,Pack,1177,Mi ABC Rasa Ayam Bawang (Onion Chicken),Indonesia,4,
Maruchan,Pack,1176,Old Style Shio Ramen,Japan,3.5,
Healtimie,Pack,1175,Green Barley Noodle Milk Chicken Soup,Indonesia,4.25,
Itomen,Pack,1174,Crab Flavor Instant Ramen,Japan,4,
Pop Bihun,Pack,1173,Spesial Goreng Special,Indonesia,3.5,
Koyo,Pack,1172,Seaweed Ramen Made With Organic Noodles,USA,2.75,
Tiger Tiger,Pack,1171,Traveller's Choice Indian Tikka Masala Flavour,UK,3,
Acecook,Cup,1170,Jan Jan Yakisoba,Japan,3.75,
Mr. Noodles,Cup,1169,Noodles In A Cup Beef Simulated Flavour,Canada,1.75,
Nissin,Bowl,1168,Donbei Curry Udon (West Japanese),Japan,3.25,
Kabuto Noodles,Cup,1167,Miso Ramen,UK,3.75,
Unif,Bowl,1166,Man Han Feast Sichuan Chilli Eel Flavor,Taiwan,5,
Nissin,Tray,1165,Chow Mein With Shrimp Chow Mein Noodles,USA,3.75,
Mr. Noodles,Bowl,1164,Bowl Chicken Simulated Flavour,Canada,2,
Chewy,Pack,1163,Rice Vermicelli Spicy Beef With Chilli Flavour,China,3.25,
Nissin,Pack,1162,Chanpon Ramen,Japan,4.75,
GaGa,Pack,1161,100 Green Chilli Soto Flavour,Indonesia,3.75,
Samyang Foods,Pack,1160,Chacharoni,South Korea,3.75,
Peyang,Tray,1159,Yakisoba,Japan,5,
Nissin,Bowl,1158,Demae Iccho XO Sauce Seafood Flavour,Hong Kong,4,
Golden Wonder,Cup,1157,The Nation's Noodle Beef & Tomato Flavour,UK,4.25,
Vifon,Pack,1156,Oriental Style Instant Vermicelli Sour Crab Flavour Soup,Vietnam,3.75,
Komforte Chockolates,Bar,1155,Savory Ramen ,USA,5,
Golden Wheat,Pack,1154,Korean Style Shrimp Flavour Cooking Noodle,China,3.5,
Wu-Mu,Pack,1153,Spicy Flavor Tomato Ramen,Taiwan,4,
Sapporo Ichiban,Pack,1152,Tomato & Basil Shio Ramen,Japan,4,
Asian Thai Foods,Pack,1151,Fatafat Vegetable Flavor,Nepal,3.75,
Asian Thai Foods,Pack,1150,Krrish Instant Noodles Chicken Flavor,Nepal,3.5,
Asian Thai Foods,Pack,1149,Preeti Instant Noodles Chicken Soup Base,Nepal,3.5,
Asian Thai Foods,Pack,1148,Miteri Instant Noodles Vegetable Flavor,Nepal,3.5,
Asian Thai Foods,Pack,1147,Rumpum Chicken Soup Base,Nepal,3.5,
Asian Thai Foods,Pack,1146,2pm Precooked Noodles Chicken Curry Delight,Nepal,3.5,
Asian Thai Foods,Pack,1145,Fatafat Chicken Flavor,Nepal,3.75,
Asian Thai Foods,Pack,1144,Krrish Instant Noodles Vegetable Curry Flavor,Nepal,3.5,
Asian Thai Foods,Pack,1143,Rumpum Vegetable Soup Base,Nepal,4.25,
Asian Thai Foods,Pack,1142,Miteri Instant Noodles Chicken Flavor,Nepal,4,
Asian Thai Foods,Pack,1141,Joker Ready To Eat Noodles,Nepal,3.25,
Asian Thai Foods,Pack,1140,Preeti Instant Noodles Veg Soup Base,Nepal,5,
Asian Thai Foods,Pack,1139,Gaurav Chicken Seasoning,Nepal,3.75,
Tablemark,Pack,1138,Downtown Ramen Shop Shoyu,Japan,4.75,
Koka,Pack,1137,Oriental Style Instant Noodles Crab Flavour,Singapore,3.75,
Nissin,Pack,1136,Yakisoba,Japan,5,
Indomie,Pack,1135,Instant Noodle Beef & Lime Flavour,Indonesia,4.25,
Hi-Myon,Pack,1134,Katsuo Udon,South Korea,4,
Kamfen,Pack,1133,E-Men Noodles Abalone Soup Flavor,Hong Kong,3.75,
Tesco,Cup,1132,Everyday Value Spicy Curry Flavour Noodles,UK,1.5,
Wei Lih,Pack,1131,What’s That? Leisure Meatballs Chicken Flavor,Taiwan,3.75,
Nissin,Cup,1130,Big Cup Noodles Habanero Lime Shrimp Flavor Ramen Noodle Soup,USA,3.5,
Oyatsu,Pack,1129,Baby Star Ramen Round Chikinmini,Japan,3.5,
Lucky Me!,Pack,1128,Special Instant Pancit Bihon With Kalamansi,Philippines,3.25,
Campbell's,Cup,1127,Hearty Noodles Chicken Flavour,Canada,2.75,
GaGa,Pack,1126,Mie Jepeng Goreng Rasa Ayam Lada Hitam,Indonesia,4,
Myojo,Pack,1125,Japanese Style Noodles Shio Flavor,USA,5,
Samyang Foods,Bowl,1124,Ganjjampong,South Korea,4.25,
Maruchan,Pack,1123,Fresh Yaki-Soba Stir Fry Noodles With Seasoning Sauce Base,Japan,4.25,
Nagao Noodle,Pack,1122,Ramen Kamen Thasos Galle Pork Bone,Japan,4.25,
Sau Tao,Pack,1121,Oat Noodle Sesame Oil Flavored,China,3.75,
ABC,Pack,1120,Selera Pedas Mi Rebus Hot Gulai Flavor,Indonesia,4.75,
Ko-Lee,Pack,1119,Taste Sensation Instant Noodles Curry Flavour,UK,3.75,
Mr. Noodles,Bowl,1118,Kimchi Bowl Noodles Oriental Noodle With Soup Base,Canada,2.75,
Thai Pavilion,Tray,1117,spicy Pad Thai Instant Noodles & Sauce,USA,4.25,
Tokyo Noodle,Pack,1116,Mini Instant Noodles Artificial Chicken Flavor,Japan,5,
Nissin,Tray,1115,Pan Asian Kitchen Sukiyaki Beef Flavor Savory Soy Sauce Ramen Noodles,USA,3.75,
Maitri,Pack,1114,Vegetarian Fried Noodles (Mie Goreng),Indonesia,4,
Samyang Foods,Cup,1113,Samyang Ramyun (SK Version),South Korea,3.5,
Mama,Pack,1112,Oriental Style Instant Kua-Chap Clear Soup,Thailand,3.75,
Golden Wheat,Pack,1111,Korean Style Stew Beef Cooking Noodle,China,3.25,
GS25,Pack,1110,Gonghwachun Jjajangmyun,South Korea,4.5,
La Fonte,Box,1109,Spaghetti With Bolognese Sauce,Indonesia,4.25,
Chencun,Cup,1108,Spicy Beef,China,3.5,
Nissin,Bowl,1107,Demae Ramen Kimchi Flavour Instant Noodle With Soup Base,Hong Kong,3.5,
Nissin,Bowl,1106,Raoh Rich Soy Sauce With Roast Pork (2 Slices),Japan,4.5,
Nongshim,Tray,1105,Doong Ji Authentic Korean Cold Noodles With Chili Sauce,South Korea,5,
Western Family,Pack,1104,Instant Noodles Chicken Flavour,Canada,3.5,
Myojo,Tray,1103,Ippei-chan Yomise No Yakisoba Teriyaki Mayo Flavor,Japan,5,
Batchelors,Pack,1102,Super Noodles Mild Mexican Chilli,UK,3,
Eat & Go,Cup,1101,Spicy Chicken Mi Instan Cup,Indonesia,4.25,
Baltix,Pack,1100,Instant Noodles With Chicken Flavour Broth,Estonia,3.75,
Baltix,Pack,1099,Instant Noodles With Beef Flavour Broth,Estonia,3.25,
Tropicana Slim,Pack,1098,Low Fat Noodles Hainan Chicken,Indonesia,3.75,
Amianda,Pack,1097,Homely Dried Noodles - Sesame Pate,Taiwan,3.75,
Amianda,Pack,1096,Tachia Noodles - Hot & Spicy Sauce,Taiwan,3.5,
Amianda,Pack,1095,Tachia Dried Noodles - Fried Shallot,Taiwan,3.25,
Amianda,Pack,1094,Thin Noodles - Sesame Oil,Taiwan,4.25,
Amianda,Pack,1093,Hakka Flat Noodles - Satay Sauce,Taiwan,4.5,
Amianda,Pack,1092,Tachia Dried Noodles - Rou Zhou Meat Sauce,Taiwan,5,
Amianda,Pack,1091,Homely Dried Noodles - Original Flavor ,Taiwan,4,
Amianda,Pack,1090,Dried Noodles - Spicy Sauerkraut,Taiwan,3.25,
Amianda,Pack,1089,Hakka Flat Noodles - Fried Bean Sauce,Taiwan,4.25,
Amianda,Pack,1088,Tachia Dried Noodles - Peppery,Taiwan,3.75,
MyKuali,Pack,1087,Penang White Curry Noodle,Malaysia,5,2014 #1
Sawadee,Pack,1086,Indian Curry Flavour,UK,3,
Vina Acecook,Pack,1085,Hao Hao Mi Goreng Shrimp & Onion Flavour,Vietnam,3.5,
Mr. Noodles,Cup,1084,Noodles In A Cup Chicken Simulated Flavour,Canada,1.5,
Nissin,Cup,1083,GooTa Demi Hamburg-Men,Japan,4.75,
Indomie,Pack,1082,Mi Goreng Cabe Ijo,Indonesia,4.5,
Deshome,Pack,1081,Aloe Noodle Sesame Sauce,Taiwan,3.25,
Deshome,Pack,1080,Black Eyed Beans Noodle Basil Sauce & Sesame Sauce,Taiwan,3.5,
Deshome,Pack,1079,Aloe Noodle Vegetable Sauce,Taiwan,5,
Deshome,Pack,1078,Black Eyed Beans Noodle Spicy Soybean Sauce & Sesame Sauce,Taiwan,3.75,
Deshome,Pack,1077,Aloe Noodle Red Onion & Sesame Sauce,Taiwan,5,
Deshome,Pack,1076,Black Eyed Beans Noodle Vegetable Sauce & Sesame Sauce,Taiwan,3.75,
Deshome,Pack,1075,Aloe Noodle With Basil Sauce,Taiwan,5,
Deshome,Pack,1074,Pollen Noodles Sesame Sauce & Soy Sauce,Taiwan,4.25,
Deshome,Pack,1073,Black Eyed Bean Noodle Red Onion Sauce & Sesame Sauce,Taiwan,3.75,
Deshome,Pack,1072,Aloe Noodle With Spicy Soybean Sauce,Taiwan,4,
Nissin,Pack,1071,Raoh Soy Sauce Taste,Japan,4,
HoMyeonDang,Pack,1070,Premium Noodle House Pork & Seafood Flavor,South Korea,4,
Nissin,Bowl,1069,Raoh Rich Miso Flavor,Japan,5,
Koka,Pack,1068,Oriental Instant Noodles Stir Fried Noodles,Singapore,3.75,
Nissin,Cup,1067,Cup Noodle Red Shock,Japan,3.75,
Tasty Bite,Pack,1066,1 Step-1 Minute Asian Noodles Pad Thai,USA,3.5,
Tasty Bite,Pack,1065,1 Step-1 Minute Asian Noodles Kung Pao,USA,4.25,
Tasty Bite,Pack,1064,1 Step-1 Minute Asian Noodles Mushroom Lo Mein,USA,4,
Tasty Bite,Pack,1063,1 Step-1 Minute Asian Noodles Thai Basil,USA,3.75,
Tasty Bite,Pack,1062,1 Step-1 Minute Asian Noodles Lemongrass Ginger,USA,3.75,
Tasty Bite,Pack,1061,1 Step-1 Minute Asian Noodles Toasted Sesame,USA,4,
Star Anise Foods,Pack,1060,Happy Pho Vietnamese Brown Rice Noodle Soup Garlic Goodness,USA,3.75,
Mamee,Pack,1059,Oriental Noodles Curry Flavour,Malaysia,3.25,
A-Sha Dry Noodle,Pack,1058,Dry Noodle Mandarin Noodle - Original Sauce,Taiwan,4,
A-Sha Dry Noodle,Pack,1057,Dry Noodle Hakka Noodle - Spicy Sesame Oil Sauce,Taiwan,3.5,
A-Sha Dry Noodle,Pack,1056,Dry Noodle Mandarin Noodle - Onion Oil Sauce,Taiwan,5,
A-Sha Dry Noodle,Pack,1055,Dry Noodle QQ Thin Noodle - BBQ Sauce,Taiwan,5,
A-Sha Dry Noodle,Pack,1054,No. 10 Mandarin Noodle - Black Pepper Sauce,Taiwan,3.75,
A-Sha Dry Noodle,Pack,1053,Dry Noodle Tainan Noodle - Sesame Sauce,Taiwan,4,
A-Sha Dry Noodle,Pack,1052,Dry Noodle Hakka Noodle - Chili Sauce,Taiwan,4.25,
Maruchan,Pack,1051,Seimen Japanese Instant Ramen Noodles Soy Sauce Taste,Japan,3.75,
Knorr,Pack,1050,Japanese Pork Bone Flavour Quick Serve Macaroni,Hong Kong,3,
Mr. Noodles,Bowl,1049,Bowl Beef Simulated Flavor,Canada,2,
Ottogi,Cup,1048,Cheese Bokki,South Korea,3.5,
New Touch,Tray,1047,Yakisoba Noodle,Japan,4,
Myojo,Pack,1046,Stir Fry Noodles Japanese Style Noodles With Sauce,USA,4,
Nissin,Tray,1045,Chow Mein Chicken,USA,3.5,
Nongshim,Bowl,1044,Shin Ramyun Noodle Spicy Mushroom,China,3.25,
Chewy,Pack,1043,Rice Vermicelli Satay Chicken,China,3,
Nongshim,Pack,1042,Potato Pork Ramyun,China,5,
Ko-Lee,Pack,1041,Instant Noodles Super Chow Mein,UK,4,
Western Family,Pack,1040,Instant Noodles Vegetable Flavour,Canada,1,
Maruchan,Bowl,1039,Bowl Hot & Spicy Shrimp Flavor Ramen Noodles With Vegetables,USA,4.25,
Itomen,Pack,1038,Chanponmen,Japan,4.25,
Emart,Pack,1037,Dare You Habanero Jjamppong,South Korea,4,
Golden Wheat,Bowl,1036,Korean Style Spicy Shrimp Noodle Soup,China,3.5,
Wei Lih,Bowl,1035,Spicy Sichuan Flavor Instant Noodle,Taiwan,3.5,
Western Family,Cup,1034,Instant Noodles In A Cup Spicy Chicken,Canada,2.25,
Nissin,Cup,1033,King Cup Noodle BBQ Chicken & Onion,Japan,3.75,
Mama,Pack,1032,Authentic Thai Cuisine Pad Thai,Thailand,4,
HoMyeonDang,Pack,1031,Premium Noodle House Don Ramyun,South Korea,4,
Samyang Foods,Pack,1030,60 Ingredients Assorted Vegetable SK Version,South Korea,3.75,
Samyang Foods,Pack,1029,Nagasaki Crab Jjampong,South Korea,5,
Samyang Foods,Pack,1028,Buldalk Bokkeummyeon (Hot Fried Chicken Ramyun),South Korea,4,
Samyang Foods,Bowl,1027,Yukgaejang Beef Ramyun,South Korea,4,
Samyang Foods,Pack,1026,Bajirak Kalgugsu,South Korea,3.75,
Samyang Foods,Pack,1025,Hot Chacharoni,South Korea,3.75,
HoMyeonDang,Pack,1024,Premium Noodle House Tofu Fried Noodle,South Korea,3.5,
Samyang Foods,Pack,1023,Samyang Ramyun,South Korea,4.5,
HoMyeonDang,Pack,1022,Premuim Noodle House Crab Jjampong,South Korea,5,
Samyang Foods,Pack,1021,Beef Flavor Ramyun (SK Version),South Korea,4.25,
Samyang Foods,Bowl,1020,Nagasaki Jjampong,South Korea,4.75,
Samyang Foods,Pack,1019,Kimchi Ramyun (SK Version),South Korea,4,
Samyang Foods,Pack,1018,Ganjjampong,South Korea,4.25,
Samyang Foods,Pack,1017,Sutah (SK Version),South Korea,3.75,
Nissin,Cup,1016,Big Cup Noodles Habanero Lime Chicken Flavor Ramen Noodle Soup,USA,3.5,
Tradition,Pack,1015,Oriental Style Ramen Noodle Soup,USA,2.75,
Nissin,Bowl,1014,King Spa Oh Peperoncino Spaghetti (日清生タイプSpa王 ペペロンチーノ),Japan,4.25,
Vina Acecook,Pack,1013,Oh! Ricey Hủ Tiếu Sườn Heo (Pork Spareribs Flavour),Vietnam,3.5,
Unox,Pack,1012,Good Noodles Oosterse Kip (Oriental Chicken),Holland,3.5,
Maruchan,Bowl,1011,Bowl Hot & Spicy Chicken Flavor Ramen Noodles With Vegetables,USA,4,
Golden Wheat,Bowl,1010,Korean Style Spicy Beef Noodle Soup,China,3.75,
Western Family,Cup,1009,Instant Noodles In A Cup Oriental,Canada,2,
Ottogi,Bowl,1008,Sesame Flavor Noodle Bowl,South Korea,3.5,
Nissin,Bowl,1007,Demae Ramen Sesame Oil Flavour Noodles With Soup Base,Hong Kong,4.5,
Amino,Pack,1006,Barszcz czerwony (Borscht),Poland,4,
Four Seas,Bowl,1005,Chicken Flavour,China,2.75,
Wai Wai,Pack,1004,Artificial Pork Flavour,Thailand,3,
Nissin,Tray,1003,Chow Mein Spicy Teriyaki Beef,USA,4.5,
Mr. Noodles,Bowl,1002,Bowl Spicy Chicken Simulated Flavour,Canada,2,
Paldo,Pack,1001,ДОШИРАК (Dosirac) Beef Flavor,South Korea,3.5,
Maruchan,Tray,1000,Yakisoba Beef Taco Flavor,USA,4.25,
Pot Noodle,Cup,999,Tony's Doner Kebab,UK,1.5,
Nongshim,Cup,998,Shin Ramyun Black Spicy Beef,South Korea,4.5,
Sakurai Foods,Pack,997,Miso Stew Instant Udon (Winter),Japan,4.25,
Maruchan,Bowl,996,Bowl Chicken Flavor,USA,4,
Ko-Lee,Pack,995,Instant Noodles Beef,UK,3,
Wai Wai,Pack,994,Tom Yum Shrimp Flavour,Thailand,3.25,
Unox,Pack,993,Sate,Holland,3.5,
Prima Taste,Pack,992,Singapore Laksa La Mian,Singapore,5,2013 #1
Prima Taste,Pack,991,Singapore Curry La Mian,Singapore,5,2013 #2
Nissin,Tray,990,Pan Asian Kitchen Spicy Pad Thai,USA,2.75,
GS25,Pack,989,Gonghwachun Jjamppong,South Korea,4,
Amino,Pack,988,Ogorkowa,Poland,3.25,
Trident,Pack,987,Singapore Soft Noodles,Australia,2.75,
Paldo,Pack,986,Jong-Gah-Jip Kimchi Ramen,South Korea,4,
Ko-Lee,Cup,985,Go Noodles Thai Hot & Spicy Tom Yum,UK,1,
Sun Noodle,Tray,984,Ramen Shoyu Flavor,USA,5,
Sun Noodle,Tray,983,Tantanmen Spicy Sesame (Mild),USA,3.75,
Sun Noodle,Tray,982,Ramen Miso Flavor,USA,5,
S&S,Pack,981,Saimin,USA,4,
Sun Noodle,Tray,980,Cold Ramen Soy Sauce Vinaigrette,USA,4,
Sun Noodle,Tray,979,Nama Soba Buckwheat Noodle,USA,4,
Sun Noodle,Tray,978,Ramen Pork Flavor,USA,5,
Sun Noodle,Pack,977,Yakisoba,USA,4.5,
Nissin,Bowl,976,Donbei Tensoba,Japan,4,
Ottogi,Bowl,975,Spaghetti Ramen,South Korea,4.5,
Pot Noodle,Cup,974,Chilli Beef Flavour,UK,2.25,
Annie Chun's,Pack,973,Ramen House Spicy Chicken Ramen,USA,4,
Springlife,Pack,972,Spinach With Organic Noodles,China,3,
Annie Chun's,Bowl,971,Soup Bowl Chinese Chicken,USA,4.25,
Annie Chun's,Tray,970,Noodle Express Spicy Szechuan,USA,2,
Annie Chun's,Bowl,969,Soup Bowl Vietnamese Pho,USA,4,
Annie Chun's,Tray,968,Noodle Express Teriyaki,USA,3,
Annie Chun's,Bowl,967,Soup Bowl South Korean Kimchi,USA,4.5,
Annie Chun's,Pack,966,Ramen House Spring Vegetable Ramen,USA,4,
Annie Chun's,Tray,965,Noodle Express Chinese Chow Mein,USA,3.75,
Nissin,Bowl,964,Raoh Backfat Rich Soy Sauce Flavor,Japan,5,
Pot Noodle,Cup,963,Mr. Chu’s Golden Noodle No. 7 Sticky Rib,UK,3.25,
Nongshim,Bowl,962,Bowl Noodle Soup Spicy Seafood Flavor (New Version),USA,4.25,
Trident,Pack,961,Chow Mein Soft Noodles,Australia,2.75,
Nissin,Bowl,960,Bowl Noodles Hot & Spicy Super Picante,USA,3.25,
Sakurai Foods,Pack,959,ARCHE Naturküche Ramen Mit Ingwer,Japan,3.25,
Sakurai Foods,Bowl,958,Soy Sauce Ramen,Japan,4.25,
Sakurai Foods,Pack,957,100% Vegetarian Soy Sauce Flavor,Japan,4.25,
Sakurai Foods,Pack,956,Sesame Noodles,Japan,5,
Sakurai Foods,Bowl,955,Miso Ramen,Japan,4,
Sakurai Foods,Pack,954,ARCHE Naturküche Japanische Nudelsuppe,Japan,3.25,
Sakurai Foods,Pack,953,Soy Sauce Ramen,Japan,4.75,
Pot Noodle,Cup,952,Sweet & Spicy,UK,3.5,
Vifon,Pack,951,Pomidorowa (Mild Tomato),Poland,4,
Ottogi,Cup,950,Kiss Myon,South Korea,3.75,
Ko-Lee,Pack,949,Instant Noodles Chicken ,UK,3.5,
Trident,Pack,948,Hot & Spicy 2 Minute Noodles,Australia,3.5,
Maruchan,Tray,947,Yakisoba Jalapeno Cheddar,USA,4,
Right Foods,Cup,946,Dr. McDougall's Vegan Chicken Ramen,USA,1.75,
Pot Noodle,Cup,945,Jamaican Jerk!,UK,2.75,
Wai Wai,Pack,944,Oriental Style Instant Noodles (Dry method),Thailand,3,
Amino,Pack,943,Zurek,Poland,3.25,
Kamfen,Pack,942,E-men Lobster Soup,China,3.25,
Ko-Lee,Pack,941,Go Noodles Chicken Special,UK,3.75,
Wai Wai,Pack,940,Sour Soup Flavor,Thailand,3.5,
